stateId,2011,2012,2013,2014,2015,2016,2017,2018
1,13.412865113226124,13.791299559471366,13.916729182295574,14.03940455341506,13.437704918032788,12.826009922041106,13.828538985616957,13.941176470588236
2,10.601097178683386,11.752407152682256,10.489309712889431,10.28965960179833,10.228346456692913,10.81011535048802,10.671725239616613,6.0
4,12.229534510433387,12.172314347512618,12.906305244549204,12.192437289404717,11.949547668754349,12.833090732654052,12.39539557829344,10.229166666666666
5,13.265284974093264,13.701563240170536,13.275403608736942,14.122705314009663,13.312556458897923,14.015054744525548,13.449954504094631,17.625
6,11.136357091432686,11.082273883036688,11.678985507246377,11.877781702578595,11.25675334511487,10.986359570661897,10.930258717660292,8.88888888888889
8,10.988560970029742,11.080077182826821,10.649717514124294,10.553990610328638,11.101283547257877,10.685532084495815,10.539629936481635,9.096774193548388
9,10.767272727272728,10.735467827168168,10.62,10.430941358024691,10.925035697287006,10.945493219888327,10.583609271523178,7.333333333333333
10,11.79724880382775,11.228540185893932,11.839106145251396,12.487939352170917,11.90850144092219,11.802902979373568,12.49763353617309,
11,10.423940149625935,10.218221895664952,9.79557367501456,10.578210116731517,10.722730471498945,10.223443223443223,9.52158273381295,10.292929292929292
12,12.809503606279169,12.859214715245844,13.003601710812635,11.898782138024357,12.305787423483583,13.995412844036696,13.646338415396151,9.846153846153847
13,12.868838281925626,12.795104261106074,12.182901907356948,12.445813854653634,13.018948655256724,12.823466666666667,11.736011477761837,7.444444444444445
15,10.896705978039854,10.593800322061192,10.747490967482939,10.567590618336887,10.998305802626007,10.838028169014084,10.937360178970918,8.705882352941176
16,11.528334043459736,12.205658783783784,11.268600842302293,11.324310520939735,11.130355515041021,11.36390977443609,10.979462875197472,3.0
17,10.48678907299597,10.228476821192054,10.212648556876061,10.268179473955648,10.11284969179706,10.780865847140566,10.471063257065948,7.979166666666667
18,12.040473225404732,11.818154583582984,11.951608684279362,11.926453143534994,11.919790758500437,12.150214592274677,12.195859872611464,2.2
19,10.942273534635879,10.760746851932263,11.156621880998081,11.140919366993218,11.554369918699187,11.269927536231885,10.856081345326555,6.555555555555555
20,11.74273616586363,11.408454425363276,11.359133126934985,11.23656157858925,11.19578827546955,11.230002431315341,11.485329703569269,10.049342105263158
21,14.11030061892131,13.6910841356216,13.517954298150164,14.039537983118613,13.855401190813723,13.5915091897489,13.605901820187535,12.451327433628318
22,13.432865731462925,13.211001164144355,12.410117878192535,12.900188323917137,13.242706393544383,12.753602305475503,12.692682926829269,12.363636363636363
23,11.51157595450853,11.224043715846994,11.39634764964491,11.321128451380552,11.253857350800581,11.316448801742919,11.0272040302267,
24,10.71922377198302,11.090049633656346,10.822895622895622,10.831165815141663,11.35936420179682,10.830843448490507,11.033145716072545,11.948275862068966
25,11.684405782269414,11.35114127082048,11.008755364806866,11.178336005701052,10.637012793811365,10.640172929830396,10.707212475633527,4.333333333333333
26,12.037825651302605,12.33673202614379,11.768671089236037,11.808302396220046,11.477767555964428,12.192919933475885,11.63539010708822,10.885496183206106
27,9.725247524752476,9.965551425030979,10.097270363951473,9.643310875842156,10.597938144329897,10.346973094170403,10.383223684210526,3.6666666666666665
28,13.582337510929758,14.49531737773153,14.539449541284403,13.435335689045937,14.731833098921706,13.892520775623268,12.677044609665428,17.5
29,14.058009817045962,13.900460058552907,13.050019538882376,13.959667852906287,13.503149314560948,14.035266457680251,13.741785714285715,12.364583333333334
30,11.674393236978457,12.121716848174247,12.390193164933136,12.919615384615385,12.462657613967023,12.618531296205028,12.936111111111112,13.577075098814229
31,10.631357909472701,11.021315468940317,10.751358203549438,11.005923293351103,10.45748299319728,10.737463126843657,10.961545676233353,9.084269662921349
32,12.379546652609383,11.915548098434005,12.05464480874317,12.056005895357407,12.141082519964508,12.599550898203592,12.248350329934013,10.507692307692308
33,11.305628847845206,11.694776119402984,10.94944071588367,11.380952380952381,11.670962199312715,11.45021645021645,11.510086455331413,11.333333333333334
34,11.315251572327044,11.603165412082609,11.480065283282817,11.732768760291696,11.325462838744299,12.35672741372625,12.094402277039848,2.0
35,13.329988193624557,13.092637296318648,13.135724962630793,12.902674129353233,13.568521594684386,13.335437330928764,13.489386337321497,13.0
36,10.396239316239317,10.650971922246221,10.520968694624926,10.93256644188814,10.89706193193828,11.51178774074962,10.482738557020946,
37,13.640257558790594,13.320841392649903,13.46225806451613,13.020867430441898,12.805807622504537,12.621821544151642,13.162901307966706,13.919540229885058
38,9.738452655889146,10.06842737094838,9.934832317073171,9.781854838709677,9.572368421052632,9.96968085106383,9.822051074179164,30.0
39,12.227112197772344,12.61008889807732,12.596930342384887,12.112517916865743,12.691970466082141,12.641019906061285,12.652063492063492,8.818181818181818
40,14.155987055016181,13.851565377532228,14.12202380952381,13.809323405632892,13.557377049180328,14.34223408989764,13.63511259382819,12.108262108262108
41,12.224690303289192,12.189905047476262,11.369762419006479,12.001027749229188,11.430097538318625,10.681377303588748,10.8930608365019,8.833333333333334
42,11.5343599172604,11.561391633951537,11.604952557278407,11.68340341330695,10.769267139479906,10.670615208253725,11.026023727516264,4.5
44,11.569664222307988,11.947010209042295,11.379164909320961,11.644075207695671,12.021720243266724,12.102153229844767,11.67403314917127,10.8
45,13.4006718924972,13.127555555555556,12.629446896909894,13.051004636785162,13.067198452985256,13.499258893280633,12.996513075965131,9.071428571428571
46,11.247738891073535,11.743204868154159,11.486690105474636,11.664713835060839,12.245232815964524,12.165270798436628,12.90120697362539,11.88888888888889
47,14.41025641025641,14.652006172839506,14.667718665464383,14.312358276643991,14.11624139327663,13.729808492922565,12.614671163575043,11.540229885057471
48,11.467299578059071,11.52396449704142,12.191863661352391,11.905653021442495,12.302093154818028,12.034491254003449,11.883294712449969,9.5
49,10.445217781769196,10.24719856566562,10.019854721549637,9.850658625614981,9.841832560676302,9.808011724474841,9.849686847599164,13.473684210526315
50,10.779181017986987,11.079706825469538,10.842888402625821,10.665897554222427,10.76262852033974,11.41407249466951,11.226480836236934,9.8
51,11.765777777777778,11.539096267190569,11.23015873015873,11.208604147322811,11.284668989547038,11.662723893207165,11.361565420560748,3.7777777777777777
53,11.382971143569648,11.107956477388644,11.123947614593078,11.09427430093209,11.015912481352562,10.929879740980574,11.166633722079462,10.8
54,14.577450980392157,14.40673828125,14.44677137870855,14.838123415046493,14.339727195225917,14.625716332378223,14.759348878134624,7.5
55,11.208311688311689,10.824957651044608,10.880016722408026,11.03579098067287,11.232444444444445,10.952146028613715,11.009876543209877,11.33673469387755
