stateId,2011,2012,2013,2014,2015,2016,2017,2018
1,27.147350561211173,27.12497222839369,27.137318504788386,27.158623095708805,27.214249557074158,27.221383826879272,27.18452291510143,27.316326530612244
2,27.528360748723767,27.505706964826462,27.528067885117494,27.571951498512927,27.5,27.46376306620209,27.45829457364341,28.0
4,27.363053339590177,27.40334521524541,27.393717524799243,27.43155765340526,27.44939271255061,27.41232964419647,27.427445830597506,27.501845018450183
5,27.13576580398812,27.15773175924134,27.142121327737506,27.132187201528176,27.120320855614974,27.113236129520924,27.10517339397385,27.58823529411765
6,27.52273485269594,27.531269307338505,27.498826189027042,27.52930447470817,27.511165355754454,27.522039215686274,27.526399364827313,27.88888888888889
8,27.58509756648836,27.588040417425873,27.611708309122605,27.612508601575044,27.583379283182357,27.569104579630896,27.580243280360996,27.640102827763496
9,27.588139843634753,27.586790081133586,27.601222207775322,27.638689350976687,27.55680081507896,27.603637673329732,27.60434040940106,27.441176470588236
10,27.454850199036244,27.486455108359134,27.4425,27.43850641773629,27.407389040416565,27.428852297861884,27.342455800435943,
11,27.623396727111896,27.624113475177303,27.646281999187323,27.610523727563315,27.56847545219638,27.611998794091047,27.6275631855031,27.722033898305085
12,27.34403892944039,27.378317707645582,27.31431643716957,27.447342324474416,27.45788225590267,27.33759000135851,27.33339396971213,27.473684210526315
13,27.333870156014093,27.33743842364532,27.36242603550296,27.371879936808845,27.351960147281783,27.34987915969511,27.33338853925141,27.428571428571427
15,27.44694872808752,27.50826887169912,27.498258738552817,27.488073900454985,27.480436886492466,27.47145307522666,27.48030362517995,27.736842105263158
16,27.444095269599735,27.407117316533288,27.477585283086267,27.499542208386742,27.485205052777296,27.42360176821065,27.478199148245793,28.6
17,27.42749077490775,27.443809523809524,27.457612892395503,27.490176220376746,27.4725509214355,27.4375,27.43766768020032,27.551724137931036
18,27.301384451544195,27.30881324318023,27.33199372672025,27.338586813764117,27.354087530966144,27.343892261001518,27.289608296545442,28.0
19,27.517043905099538,27.51041812333939,27.48742335127018,27.49146385760988,27.47832393231265,27.48216261061947,27.46361150891811,27.916666666666668
20,27.451144557905437,27.475664656417226,27.46064051379969,27.48588303082685,27.453783044667276,27.47759822317531,27.436701509872243,27.483549783549783
21,27.101906020003774,27.141692240245508,27.161679361624955,27.1570699382108,27.171736884399035,27.23219287715086,27.161305147058822,27.298850574712645
22,27.194977295894727,27.137069162291713,27.207667731629392,27.275598357173205,27.236904200094383,27.258027740832226,27.274346793349167,27.287179487179486
23,27.50755562305414,27.537268025555218,27.52396364994398,27.526425667509066,27.511332227750138,27.501594814281304,27.50864147909968,
24,27.561700862325303,27.527249980451952,27.520237452779277,27.524238558443628,27.513656387665197,27.51153596187175,27.492521765012278,27.566844919786096
