stateId,2011,2012,2013,2014,2015,2016,2017,2018
1,17.088734567901234,17.229717127758782,16.823474178403757,17.070787292817677,17.337087378640774,17.998781478472786,17.217352415026834,16.655172413793103
2,20.519925857275254,19.47144006436042,20.816468946266575,21.056701030927833,20.422948073701843,20.510660980810236,20.06613226452906,28.0
4,19.120247148288975,19.159001314060447,18.819359756097562,19.029693486590038,19.292001692763435,18.64059531348955,18.72905563845662,19.561643835616437
5,17.780471821756226,17.896296296296295,17.538366336633665,17.702182284980744,17.61438755670771,16.715355805243448,17.678795483061478,19.909090909090907
6,20.041408188585606,19.73037150517043,19.50452876376989,19.66045177482969,19.86777493606138,19.83675748101831,19.664379645511723,22.4
8,20.105393984588616,20.27511030365949,20.55617326847348,20.79491609081935,20.513865030674847,20.76179588443151,20.525192143467123,21.285347043701798
9,19.859305431878894,19.556561085972852,19.81596091205212,19.918451400329488,19.92565055762082,20.0361267397098,19.640649888499524,19.454545454545453
10,19.01294033069734,19.19418089816572,18.759694850603942,17.914802065404473,18.26503923278117,18.029011786038076,16.943349753694584,
11,20.20254057868737,19.820292347377475,20.440256045519206,19.564149226569608,19.791551882460972,20.16119691119691,19.57173601147776,22.416666666666668
12,18.15203480931661,17.793060718711274,17.652702972272092,18.27905358385525,18.54293628808864,17.092577813248205,16.952879581151834,16.909090909090907
13,18.13618813618814,18.518312985571587,18.77455919395466,18.556231003039514,18.315119760479043,18.286750164798946,18.297435897435896,21.333333333333336
15,19.763575204228736,19.855348837209302,19.654138915318747,20.05993065874195,20.32342912810521,20.17695814338997,19.724735729386893,21.516129032258064
16,19.639195979899498,19.42080745341615,19.763157894736842,19.983333333333334,20.43733189887036,19.711006474396704,19.988491823137494,
17,20.554136874361593,21.122865013774103,20.60535448686168,20.87426210153483,21.022318998366902,20.56230432060113,20.271898734177213,22.311475409836063
18,18.905958363244796,18.664480157428663,18.92527675276753,18.958652792990144,19.156024716786817,18.986433524268918,18.750771763737397,22.09090909090909
19,20.115625,20.23547557840617,20.134377967711302,20.424854194706146,19.797626112759644,19.60513896171998,19.519383259911894,18.375
20,19.241007819287574,19.324699936828807,19.34931506849315,19.644318793753364,19.529110466108932,19.62921970116215,19.25880162491537,19.077611940298507
21,16.66387493020659,17.058201058201057,17.436198611852642,17.324941451990632,17.771158735924445,17.250868878357032,17.179940019993335,17.473118279569892
22,17.354983537862914,17.518490278307283,18.061160151324085,17.968963943404837,17.604075691411936,18.472571428571428,17.40669593852909,17.59722222222222
23,19.491263898343544,19.475536992840098,19.45696400625978,19.620516258799867,19.70220082530949,19.471499380421314,19.426717782365085,
24,19.057201929703652,19.592034445640472,19.676773002900077,19.71595860566449,19.667136018023093,19.680250223413765,19.16410510659395,20.70731707317073
25,18.71348956844813,18.70610211706102,19.109846998823066,19.013431013431013,19.133058113686886,19.530154277699857,20.018796992481203,10.0
26,19.34434351775392,19.184954751131222,19.48789259170463,19.5971615720524,19.80140186915888,18.98454404945904,19.394181403308615,18.972508591065292
27,20.630914151145365,20.65345444536196,20.724790949335954,20.8109098749461,20.4498622005512,20.690964467005074,20.465558670404484,13.0
28,16.51804986974321,16.38218262806236,16.58711217183771,16.976058931860038,16.155459592843926,16.990266060999353,17.909529553679132,16.4
29,17.46174282678002,17.48894348894349,17.7546992481203,18.235867446393762,17.848401826484018,17.77672209026128,17.39273356401384,19.409090909090907
30,19.301234567901233,18.875645756457565,19.445288229202625,19.244147157190636,18.908480780964002,18.996900185988842,18.914990266060997,18.283505154639176
31,20.38038572014772,20.201447963800906,20.49221183800623,20.220308575529245,20.07284192215699,20.151372743012615,19.582537213952456,20.87544483985765
32,18.45775462962963,19.051797684338815,19.214328358208956,19.63703703703704,19.22110552763819,18.375198728139907,18.55189692197566,19.73076923076923
33,19.15192403798101,19.539887882708065,19.18614489687996,19.25678733031674,19.06056056056056,18.746157922628512,19.152880775812893,25.333333333333332
34,18.827146936086095,18.58592041976388,18.971936857930345,18.976535723701556,18.57433290978399,18.22434701492537,18.401239785855168,29.0
35,18.140265177948358,18.017923571187012,18.415951359084406,18.08271844660194,18.745454545454546,18.062601187263894,18.23854447439353,19.244444444444444
36,19.62490392006149,19.496018735363,19.726304945054945,19.570972158831584,19.51729285892013,19.07453769559033,19.333851276359603,26.5
37,18.060468140442133,17.528846153846153,17.804168305151396,17.918983700862896,18.033790918690602,17.87629886194953,17.988357050452784,18.21311475409836
38,21.516044531761622,21.6671469740634,21.36350710900474,21.159783677482793,20.900293255131963,21.301639344262295,20.76086956521739,13.0
39,18.489763779527557,17.986893203883497,18.14281767955801,18.479166666666664,18.496613995485326,18.211286804798256,18.090885947046843,17.125
40,16.77834118073162,17.28969957081545,16.987455899647195,17.165148514851484,17.924263674614306,17.442367601246104,17.226331360946745,17.95617529880478
41,19.285714285714285,18.979836512261578,19.492085661080075,19.764835164835166,19.390067252974653,19.92533718689788,19.29219512195122,25.25
42,19.030551989730423,19.060629921259842,19.04044516829533,18.734817813765183,19.404120443740094,19.485981308411215,19.108164111065065,25.5
44,18.756963162623542,18.642473118279568,18.92128279883382,18.93579866461222,18.77641025641026,18.582497212931997,18.404266958424508,16.833333333333336
45,17.6842907981698,17.94296577946768,18.54954954954955,18.131447096964337,17.950222469410456,17.764441951766685,17.970149253731343,18.94736842105263
46,20.131147540983605,19.94666001994018,20.485148514851485,20.049689440993788,20.171970965940815,20.041920216362406,19.333333333333336,23.166666666666668
47,16.285813148788925,15.782608695652174,16.459592843923502,16.13613323678494,16.888598326359833,16.865067466266865,17.351692774128345,17.71698113207547
48,19.17528991971454,19.289325842696627,18.437076648841355,19.05166792074241,18.6523178807947,18.80232558139535,18.538846457729786,18.4
49,20.37338349400423,20.812795089707272,20.789591633466138,20.774957698815566,20.64408209165027,20.752432155657964,20.419559099437148,21.714285714285715
50,20.120362381363243,19.51701371254444,20.144710578842314,19.983365949119374,19.72267620020429,19.11841491841492,19.1087160262418,14.1
51,18.959606986899566,18.832834331337324,18.909317803660564,18.696834415584416,18.85591026747196,19.181221020092735,18.872955099199444,22.8
53,19.60126306620209,20.095637264240807,20.063101604278074,20.142769230769233,20.14217466080642,20.27138704318937,19.525705534893895,19.0
54,16.13762551683402,16.24746571258199,16.084468664850135,16.162731006160165,16.072872340425533,16.021601016518424,15.927652733118972,
55,19.67183622828784,20.284526854219948,20.10666666666667,19.7075,20.022096608427546,19.953179190751445,20.159235668789808,19.129870129870127
56,20.21749190189727,19.51801801801802,19.79173838209983,19.391382405745063,19.558803986710963,19.150207468879668,19.570202808112324,
